,Time,Open,High,Low,Close,Volume
0,2019-02-16,3602.49,3648.2,3597.91,3618.41,19565.992751
1,2019-02-17,3617.22,3700.11,3604.4,3667.58,25690.227779
2,2019-02-18,3667.62,3925.0,3655.0,3898.6,64042.730492
3,2019-02-19,3897.35,3994.52,3856.0,3907.79,50207.172667
4,2019-02-20,3907.35,3986.98,3870.66,3969.74,36205.14085
5,2019-02-21,3969.74,4016.48,3901.03,3937.31,31103.884728
6,2019-02-22,3937.31,3988.0,3926.65,3962.0,23943.16375
7,2019-02-23,3962.0,4162.02,3933.15,4117.76,33657.942883
8,2019-02-24,4118.0,4198.0,3712.66,3743.56,62224.18689
9,2019-02-25,3743.56,3872.66,3740.0,3827.92,38102.966245
10,2019-02-26,3828.44,3841.51,3777.0,3809.23,28838.748036
11,2019-02-27,3809.31,3838.85,3677.17,3818.07,31500.995466
12,2019-02-28,3818.04,3888.0,3763.87,3813.69,32561.961044
13,2019-03-01,3814.26,3857.0,3813.01,3823.0,23174.57217
14,2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.838355
15,2019-03-03,3819.97,3835.0,3781.32,3807.75,16718.16541
16,2019-03-04,3807.32,3830.0,3670.69,3715.3,34742.84166
17,2019-03-05,3716.1,3877.1,3703.55,3857.73,32962.536162
18,2019-03-06,3857.58,3907.0,3813.09,3861.84,24775.11883
19,2019-03-07,3861.84,3905.4,3840.4,3873.64,26455.257661
20,2019-03-08,3873.63,3932.0,3800.0,3864.89,34730.366592
21,2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.747653
22,2019-03-10,3943.43,3943.43,3881.69,3916.82,23187.561412
23,2019-03-11,3915.99,3936.98,3830.0,3871.61,38066.885705
24,2019-03-12,3871.61,3905.2,3826.06,3882.73,26921.008622
25,2019-03-13,3882.69,3893.56,3840.0,3866.0,24461.008757
26,2019-03-14,3866.0,3920.0,3810.43,3877.12,27048.74853
27,2019-03-15,3877.12,3939.22,3872.2,3923.76,21740.061498
28,2019-03-16,3924.46,4056.98,3921.98,4005.98,28568.376124
29,2019-03-17,4005.98,4012.0,3950.01,3981.14,18814.255577
30,2019-03-18,3981.85,4037.0,3953.33,3987.81,22454.47801
31,2019-03-19,3987.83,4031.0,3970.0,4015.53,19893.741815
32,2019-03-20,4017.48,4050.0,3980.5,4043.04,23432.300255
33,2019-03-21,4043.04,4069.32,3880.01,3980.64,35997.682119
34,2019-03-22,3980.85,4008.0,3968.25,3986.93,20022.606318
35,2019-03-23,3987.89,4018.83,3978.01,4006.01,17302.604318
36,2019-03-24,4006.01,4006.02,3950.0,3992.18,17179.850648
37,2019-03-25,3991.35,3999.3,3888.71,3936.12,33192.890217
38,2019-03-26,3935.47,3958.98,3894.0,3948.55,29349.537627
39,2019-03-27,3948.77,4048.0,3936.15,4038.05,32364.555852
40,2019-03-28,4039.58,4039.7,4002.0,4027.81,20089.293875
41,2019-03-29,4028.22,4123.71,4024.03,4103.25,30084.217444
42,2019-03-30,4104.24,4140.0,4052.0,4106.97,19509.292601
43,2019-03-31,4106.99,4116.12,4082.57,4103.95,13525.087433
44,2019-04-01,4102.44,4158.7,4067.0,4144.56,25507.067641
45,2019-04-02,4144.54,4897.99,4140.54,4857.29,105383.639263
46,2019-04-03,4857.19,5275.01,4753.5,4932.6,109890.125743
47,2019-04-04,4932.59,5039.08,4777.0,4898.66,61054.254168
48,2019-04-05,4898.64,5028.22,4880.62,5004.95,39768.552806
49,2019-04-06,5004.96,5205.0,4928.59,5043.89,41770.842313
50,2019-04-07,5042.07,5234.0,5026.0,5170.27,37615.486804
51,2019-04-08,5170.27,5305.0,5039.0,5236.9,50178.430782
52,2019-04-09,5238.38,5238.4,5076.68,5150.0,34067.012311
53,2019-04-10,5150.0,5422.0,5135.0,5308.25,40073.620471
54,2019-04-11,5307.86,5332.67,4927.0,5017.37,54696.600686
55,2019-04-12,5017.37,5080.58,4861.22,5048.01,33276.678614
56,2019-04-13,5047.0,5099.0,5004.0,5045.22,17292.456802
57,2019-04-14,5047.45,5152.99,5000.0,5131.3,18281.607739
58,2019-04-15,5131.28,5167.38,4950.0,5024.95,29057.191581
59,2019-04-16,5024.95,5197.72,5003.94,5173.72,24242.229493
60,2019-04-17,5173.72,5230.4,5146.8,5202.82,23307.536134
61,2019-04-18,5202.41,5287.0,5198.8,5258.44,22619.239001
62,2019-04-19,5258.44,5320.0,5175.0,5258.68,24611.236323
63,2019-04-20,5258.68,5333.42,5230.1,5291.73,19168.908274
64,2019-04-21,5292.91,5314.35,5165.0,5256.14,25549.570939
65,2019-04-22,5257.41,5400.0,5208.35,5357.14,29563.852309
66,2019-04-23,5357.14,5600.0,5332.41,5493.31,41262.103917
67,2019-04-24,5490.91,5582.2,5333.35,5415.0,48224.152413
68,2019-04-25,5415.0,5491.84,5102.0,5219.9,49636.089948
69,2019-04-26,5220.47,5510.0,5161.62,5314.1,48912.294513
70,2019-04-27,5315.0,5342.5,5257.67,5295.69,15422.896935
71,2019-04-28,5295.69,5340.0,5259.48,5307.52,14371.433869
72,2019-04-29,5309.81,5332.0,5178.8,5238.14,19918.135079
73,2019-04-30,5238.14,5339.98,5192.15,5320.81,22238.06823
74,2019-05-01,5321.94,5402.0,5316.2,5383.2,17217.473216
75,2019-05-02,5383.2,5538.0,5370.0,5492.87,22795.787835
76,2019-05-03,5494.81,5844.0,5477.57,5772.69,46297.172849
77,2019-05-04,5770.62,5900.0,5587.45,5829.45,39682.408991
78,2019-05-05,5829.83,5839.9,5696.0,5775.62,23822.543775
79,2019-05-06,5773.18,5805.0,5619.14,5747.79,25256.596325
80,2019-05-07,5749.92,6028.41,5747.74,5846.34,39905.064422
81,2019-05-08,5846.34,6014.72,5772.2,5987.29,23074.05152
82,2019-05-09,5986.66,6224.55,5983.71,6209.18,27453.011436
83,2019-05-10,6209.95,6468.92,6172.0,6373.33,36623.61079
84,2019-05-11,6375.16,7343.99,6372.85,7076.22,74022.424393
85,2019-05-12,7076.24,7521.78,6750.0,6967.31,86948.975339
86,2019-05-13,6968.24,8100.0,6870.0,7790.71,85804.735333
87,2019-05-14,7795.62,8366.0,7599.56,7947.56,76583.722603
88,2019-05-15,7945.26,8249.0,7850.0,8169.87,37884.327211
89,2019-05-16,8169.08,8320.0,7705.0,7866.59,69630.513996
90,2019-05-17,7868.67,7925.0,6913.0,7355.26,88752.008159
91,2019-05-18,7355.28,7458.0,7156.61,7257.45,37054.944779
92,2019-05-19,7257.32,8275.09,7243.08,8148.48,65577.442058
93,2019-05-20,8147.94,8156.03,7553.0,7938.15,65859.208564
94,2019-05-21,7937.16,8042.32,7771.0,7904.87,52301.752247
95,2019-05-22,7904.48,8016.0,7465.0,7628.43,49136.994589
96,2019-05-23,7627.8,7940.98,7461.0,7851.51,49648.184701
97,2019-05-24,7849.95,8130.0,7766.0,7964.87,46664.785325
98,2019-05-25,7964.52,8091.8,7908.34,8025.41,28414.328817
99,2019-05-26,8023.0,8740.0,7833.42,8614.43,49652.144567
100,2019-05-27,8612.54,8908.32,8589.0,8756.32,51886.768793
101,2019-05-28,8752.52,8798.49,8510.63,8715.64,31470.551534
102,2019-05-29,8716.87,8750.0,8406.6,8645.68,33880.865922
103,2019-05-30,8646.5,9074.26,8005.0,8269.54,70379.998521
104,2019-05-31,8267.1,8594.0,8108.5,8555.0,44727.49162
105,2019-06-01,8555.0,8626.0,8442.36,8544.07,31868.234157
106,2019-06-02,8545.1,8814.78,8524.0,8725.98,27835.133265
107,2019-06-03,8726.0,8800.95,8080.8,8115.82,45692.965104
108,2019-06-04,8115.66,8115.66,7481.02,7687.03,74143.948941
109,2019-06-05,7687.04,7896.7,7572.78,7776.5,48679.656455
110,2019-06-06,7778.08,7868.13,7444.58,7786.7,36624.118747
111,2019-06-07,7787.57,8100.0,7737.49,7980.53,33942.225658
112,2019-06-08,7978.94,8044.65,7751.0,7893.62,22657.329634
113,2019-06-09,7895.28,7935.0,7506.66,7628.13,31568.465157
114,2019-06-10,7627.57,8020.0,7511.0,7982.75,36756.078468
115,2019-06-11,7981.0,8010.0,7692.23,7884.9,30334.999427
116,2019-06-12,7884.9,8200.0,7788.99,8127.64,41597.082622
117,2019-06-13,8127.64,8309.82,8010.03,8218.54,30467.764341
118,2019-06-14,8216.44,8684.41,8144.32,8650.0,39835.246255
119,2019-06-15,8650.88,8864.99,8567.63,8808.7,31791.636039
120,2019-06-16,8810.77,9333.0,8760.0,8953.33,63289.251219
121,2019-06-17,8953.0,9444.0,8950.0,9313.96,47895.485374
122,2019-06-18,9312.13,9336.36,8950.0,9081.55,51554.569401
123,2019-06-19,9081.97,9304.0,8960.0,9255.49,32147.706495
124,2019-06-20,9253.76,9590.0,9175.2,9517.12,34556.053982
125,2019-06-21,9518.06,10174.99,9518.06,10159.86,50484.415892
126,2019-06-22,10159.86,11160.0,9921.72,10729.5,104169.447976
127,2019-06-23,10729.0,11392.64,10555.18,10906.07,57445.323945
128,2019-06-24,10905.95,11143.63,10620.8,11056.59,43101.045285
129,2019-06-25,11056.59,11850.0,11026.0,11820.86,61276.686648
130,2019-06-26,11821.28,13970.0,11741.0,13093.8,155930.147386
131,2019-06-27,13098.38,13478.04,10525.1,11329.99,173894.820889
132,2019-06-28,11329.99,12480.0,10982.88,12400.63,95795.203964
133,2019-06-29,12407.06,12441.54,11475.02,11903.13,69642.074157
134,2019-06-30,11903.13,12180.0,10766.03,10854.1,84512.530443
135,2019-07-01,10854.1,11282.28,10030.0,10624.93,90962.268271
136,2019-07-02,10624.9,10938.75,9727.0,10842.85,109561.038728
137,2019-07-03,10844.98,11991.89,10841.04,11940.0,96815.90029
138,2019-07-04,11940.0,12000.0,11055.0,11145.67,66512.221892
139,2019-07-05,11145.67,11406.83,10796.44,10970.73,63534.350582
140,2019-07-06,10982.41,11665.0,10964.51,11256.49,51469.496331
141,2019-07-07,11256.45,11538.0,11094.37,11406.24,38884.795599
142,2019-07-08,11410.0,12338.03,11220.0,12238.6,52182.367215
143,2019-07-09,12238.6,12794.73,12068.0,12543.41,78442.130343
144,2019-07-10,12548.51,13147.08,11569.0,12108.37,109246.044997
145,2019-07-11,12108.11,12111.73,11000.0,11342.89,87506.461058
146,2019-07-12,11342.88,11885.0,11073.0,11757.22,56321.858281
147,2019-07-13,11757.22,11799.98,10830.0,11355.76,54245.594548
148,2019-07-14,11355.78,11452.0,10103.0,10174.18,72517.579236
149,2019-07-15,10174.18,11100.0,9860.0,10838.72,81922.426332
150,2019-07-16,10833.78,11028.0,9350.01,9439.59,97219.443413
151,2019-07-17,9430.17,9957.0,9060.0,9667.92,84942.672717
152,2019-07-18,9668.86,10788.0,9252.0,10627.16,80283.310252
153,2019-07-19,10628.64,10769.71,10121.84,10504.29,56546.932133
154,2019-07-20,10505.78,11068.99,10350.0,10740.23,47331.899848
155,2019-07-21,10740.27,10817.9,10288.0,10589.45,38834.287935
156,2019-07-22,10590.15,10683.16,10100.0,10340.31,40467.954839
157,2019-07-23,10343.08,10343.97,9822.0,9864.91,47624.37071
158,2019-07-24,9864.78,9937.0,9525.0,9763.28,43475.380377
159,2019-07-25,9763.4,10175.0,9720.03,9879.87,37873.354728
160,2019-07-26,9882.15,9889.98,9637.0,9824.0,27167.463217
161,2019-07-27,9824.0,10188.66,9333.0,9476.52,43809.778301
162,2019-07-28,9478.92,9594.99,9165.0,9541.54,29401.022937
163,2019-07-29,9541.54,9729.0,9395.0,9507.64,29021.937411
164,2019-07-30,9509.07,9714.28,9402.0,9574.21,32536.368834
165,2019-07-31,9575.0,10109.8,9555.0,10080.53,39515.35456
166,2019-08-01,10080.53,10467.86,9863.46,10374.99,41727.637028
167,2019-08-02,10375.0,10670.0,10281.35,10523.75,42990.444221
168,2019-08-03,10523.75,10904.77,10497.93,10816.86,33802.318824
169,2019-08-04,10816.86,11040.0,10552.0,10929.23,39924.745141
170,2019-08-05,10929.99,11937.52,10927.8,11828.8,65153.673713
171,2019-08-06,11830.0,12330.7,11226.7,11481.69,76705.389875
172,2019-08-07,11481.69,12141.17,11382.84,11975.03,69173.390353
173,2019-08-08,11975.04,12060.0,11521.0,11999.77,51207.257174
174,2019-08-09,11994.17,12045.68,11700.0,11879.99,39427.152588
175,2019-08-10,11879.98,11985.0,11270.0,11309.31,42633.087048
176,2019-08-11,11309.24,11600.0,11112.11,11549.97,26772.90691
177,2019-08-12,11539.08,11577.89,11235.32,11396.08,17568.227075
178,2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.72968
179,2019-08-14,10893.36,10897.48,9928.1,10050.37,54451.847499
180,2019-08-15,10055.16,10460.0,9911.0,10293.93,38174.45112
181,2019-08-16,10296.77,10536.03,9750.0,10331.54,51758.142918
182,2019-08-17,10331.15,10465.14,10000.0,10216.02,29000.581201
183,2019-08-18,10216.05,10500.0,10080.0,10306.78,24085.395172
184,2019-08-19,10306.17,10930.0,10258.6,10915.54,37243.319217
185,2019-08-20,10914.73,10949.96,10560.0,10760.51,32298.921679
186,2019-08-21,10760.51,10804.13,9858.0,10142.57,47355.719282
187,2019-08-22,10140.82,10242.0,9762.0,10099.88,34059.642738
188,2019-08-23,10099.9,10445.0,10019.79,10389.55,27550.336173
189,2019-08-24,10388.16,10419.42,9890.0,10134.35,27692.456844
190,2019-08-25,10134.61,10333.0,9906.97,10142.69,26271.657398
191,2019-08-26,10142.69,10604.0,10137.93,10372.25,41687.511599
192,2019-08-27,10373.6,10391.08,10051.08,10185.05,28402.775383
193,2019-08-28,10185.69,10299.0,9601.01,9721.0,42110.555375
194,2019-08-29,9721.0,9724.0,9320.0,9498.44,35532.69491
195,2019-08-30,9499.01,9696.0,9350.41,9584.54,26834.318104
196,2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.290074
197,2019-09-01,9588.74,9830.0,9520.0,9724.98,19545.404843
198,2019-09-02,9723.59,10450.0,9712.5,10340.0,44740.248093
199,2019-09-03,10340.0,10773.0,10272.0,10615.28,47998.376781
200,2019-09-04,10611.85,10799.0,10369.89,10567.02,43943.889026
201,2019-09-05,10565.92,10900.0,10450.0,10564.49,33970.960639
202,2019-09-06,10563.13,10905.87,10150.0,10298.73,58799.640959
