,Time,Open,High,Low,Close,Volume
0,2020-06-08 16:00:00,9706.3,9728.13,9661.0,9714.99,1824.148426
1,2020-06-08 17:00:00,9715.0,9746.0,9700.67,9720.81,1633.5796
2,2020-06-08 18:00:00,9721.56,9733.73,9693.73,9702.67,1156.948701
3,2020-06-08 19:00:00,9702.66,9715.48,9680.79,9694.65,999.133452
4,2020-06-08 20:00:00,9694.64,9722.19,9690.0,9701.69,962.120622
5,2020-06-08 21:00:00,9701.69,9717.0,9676.58,9709.78,823.363878
6,2020-06-08 22:00:00,9710.99,9728.67,9686.0,9695.0,950.013171
7,2020-06-08 23:00:00,9694.89,9800.0,9691.96,9782.01,3053.960817
8,2020-06-09 00:00:00,9782.0,9877.0,9570.0,9703.05,8895.76096
9,2020-06-09 01:00:00,9703.23,9717.91,9684.0,9698.48,1028.323721
10,2020-06-09 02:00:00,9697.26,9712.85,9685.01,9696.53,1335.860358
11,2020-06-09 03:00:00,9696.53,9698.48,9659.78,9679.22,1771.115967
12,2020-06-09 04:00:00,9678.95,9688.0,9653.75,9672.93,1415.936393
13,2020-06-09 05:00:00,9673.82,9699.0,9663.0,9696.82,1186.176734
14,2020-06-09 06:00:00,9696.82,9697.18,9684.25,9693.43,813.527312
15,2020-06-09 07:00:00,9693.04,9706.87,9668.08,9681.75,1169.428501
16,2020-06-09 08:00:00,9681.81,9690.62,9665.64,9683.46,1380.376751
17,2020-06-09 09:00:00,9683.47,9685.0,9642.1,9669.7,1463.923988
18,2020-06-09 10:00:00,9669.7,9679.0,9624.53,9676.0,1891.550257
19,2020-06-09 11:00:00,9675.99,9728.0,9663.57,9721.24,1943.34339
20,2020-06-09 12:00:00,9721.23,9748.95,9708.98,9720.57,2313.434892
21,2020-06-09 13:00:00,9720.57,9734.0,9672.0,9706.58,1993.337506
22,2020-06-09 14:00:00,9706.28,9734.0,9682.0,9713.76,1840.786072
23,2020-06-09 15:00:00,9713.75,9728.0,9701.42,9719.89,1495.872596
24,2020-06-09 16:00:00,9719.89,9727.85,9688.13,9704.43,1587.191292
25,2020-06-09 17:00:00,9704.43,9718.0,9691.08,9703.39,1118.877729
26,2020-06-09 18:00:00,9703.39,9713.08,9689.91,9703.09,1189.74891
27,2020-06-09 19:00:00,9703.77,9744.51,9681.94,9731.15,1633.400669
28,2020-06-09 20:00:00,9731.15,9765.0,9713.8,9742.31,1615.257105
29,2020-06-09 21:00:00,9742.3,9825.0,9740.79,9809.99,2803.283893
30,2020-06-09 22:00:00,9810.0,9829.0,9694.0,9771.82,2626.565554
31,2020-06-09 23:00:00,9771.98,9800.0,9736.22,9772.43,1510.920739
32,2020-06-10 00:00:00,9772.44,9799.03,9753.21,9774.97,1643.81845
33,2020-06-10 01:00:00,9774.97,9810.0,9774.97,9788.51,1386.033719
34,2020-06-10 02:00:00,9788.51,9790.82,9761.0,9774.82,1044.902628
35,2020-06-10 03:00:00,9774.82,9774.83,9735.59,9754.5,1528.044728
36,2020-06-10 04:00:00,9754.5,9758.03,9731.82,9750.84,1021.443204
37,2020-06-10 05:00:00,9750.85,9780.0,9748.32,9771.51,1257.902961
38,2020-06-10 06:00:00,9771.52,9780.0,9759.13,9779.93,946.597561
39,2020-06-10 07:00:00,9779.93,9790.0,9720.0,9747.89,1763.590481
40,2020-06-10 08:00:00,9747.88,9765.79,9732.0,9739.0,1171.30407
41,2020-06-10 09:00:00,9739.0,9739.99,9706.04,9724.25,1771.372105
42,2020-06-10 10:00:00,9724.25,9747.0,9716.55,9742.45,1154.361405
