,Time,Open,High,Low,Close,Volume
0,2020-02-26 00:44:00,9329.01,9332.71,9325.25,9328.51,8.694158
1,2020-02-26 00:45:00,9329.17,9330.76,9320.0,9320.0,20.672144
2,2020-02-26 00:46:00,9320.0,9321.17,9314.85,9321.14,14.615597
3,2020-02-26 00:47:00,9321.16,9324.74,9318.0,9321.03,16.059186
4,2020-02-26 00:48:00,9320.87,9321.9,9316.9,9317.2,11.844323
5,2020-02-26 00:49:00,9317.06,9317.19,9312.88,9312.94,10.439055
6,2020-02-26 00:50:00,9313.65,9313.67,9307.29,9308.9,19.708891
7,2020-02-26 00:51:00,9308.25,9313.36,9296.82,9308.02,93.405187
8,2020-02-26 00:52:00,9307.2,9319.98,9307.01,9314.56,25.145379
9,2020-02-26 00:53:00,9313.35,9315.21,9306.18,9306.18,25.055759
10,2020-02-26 00:54:00,9305.46,9306.68,9301.09,9304.38,23.085971
11,2020-02-26 00:55:00,9304.6,9309.99,9304.24,9309.9,12.663326
12,2020-02-26 00:56:00,9309.97,9324.06,9308.14,9322.56,66.30078
13,2020-02-26 00:57:00,9323.08,9326.03,9316.36,9316.36,18.639782
14,2020-02-26 00:58:00,9316.28,9317.9,9311.76,9315.36,15.391898
15,2020-02-26 00:59:00,9314.31,9315.0,9311.07,9312.05,10.902364
16,2020-02-26 01:00:00,9311.71,9315.76,9307.63,9315.47,47.82751
17,2020-02-26 01:01:00,9315.6,9315.6,9314.31,9314.32,29.062222
18,2020-02-26 01:02:00,9314.32,9327.01,9314.32,9325.57,36.981922
19,2020-02-26 01:03:00,9325.56,9332.57,9319.01,9320.85,34.728479
20,2020-02-26 01:04:00,9320.41,9329.93,9320.08,9323.16,26.514761
21,2020-02-26 01:05:00,9322.46,9325.54,9315.42,9315.91,10.250117
22,2020-02-26 01:06:00,9316.9,9317.94,9309.7,9309.7,23.813297
23,2020-02-26 01:07:00,9309.95,9310.06,9295.54,9302.59,37.063487
24,2020-02-26 01:08:00,9301.47,9302.09,9285.88,9290.39,66.867192
25,2020-02-26 01:09:00,9290.39,9294.22,9285.92,9288.07,26.91186
26,2020-02-26 01:10:00,9285.88,9288.64,9270.0,9281.11,102.410275
27,2020-02-26 01:11:00,9282.01,9284.44,9271.23,9280.78,41.761207
28,2020-02-26 01:12:00,9282.23,9283.75,9273.45,9279.25,40.681102
29,2020-02-26 01:13:00,9279.24,9285.0,9265.0,9273.15,122.116994
30,2020-02-26 01:14:00,9274.45,9278.45,9257.0,9267.01,143.263035
31,2020-02-26 01:15:00,9267.39,9269.32,9257.32,9259.89,33.911897
32,2020-02-26 01:16:00,9259.53,9267.95,9257.7,9260.26,34.83803
33,2020-02-26 01:17:00,9260.0,9263.13,9256.13,9256.96,28.764235
34,2020-02-26 01:18:00,9256.13,9259.16,9251.14,9255.38,83.241739
35,2020-02-26 01:19:00,9256.63,9259.16,9251.0,9251.03,37.214782
36,2020-02-26 01:20:00,9251.03,9285.0,9251.03,9283.13,112.778112
37,2020-02-26 01:21:00,9283.14,9285.0,9265.82,9268.76,46.23065
38,2020-02-26 01:22:00,9268.75,9270.07,9256.95,9257.89,26.181126
39,2020-02-26 01:23:00,9257.13,9258.86,9251.0,9251.01,33.517057
40,2020-02-26 01:24:00,9251.01,9252.95,9233.0,9238.75,304.340041
41,2020-02-26 01:25:00,9238.85,9244.41,9223.0,9231.43,206.709004
42,2020-02-26 01:26:00,9231.43,9245.34,9229.77,9232.63,112.295648
43,2020-02-26 01:27:00,9232.7,9235.5,9223.0,9233.3,89.343814
44,2020-02-26 01:28:00,9233.27,9234.65,9222.59,9224.64,78.679664
45,2020-02-26 01:29:00,9224.54,9227.1,9217.85,9223.35,200.637029
46,2020-02-26 01:30:00,9222.11,9223.14,9216.76,9216.76,43.608793
47,2020-02-26 01:31:00,9217.71,9218.34,9205.5,9210.13,241.344262
48,2020-02-26 01:32:00,9210.91,9248.73,9210.55,9242.92,211.659906
49,2020-02-26 01:33:00,9242.92,9248.76,9232.25,9234.55,43.318432
50,2020-02-26 01:34:00,9234.75,9237.17,9220.63,9221.27,54.047815
51,2020-02-26 01:35:00,9221.35,9240.05,9216.05,9236.74,216.561908
52,2020-02-26 01:36:00,9231.99,9238.57,9223.44,9226.96,43.350627
53,2020-02-26 01:37:00,9227.1,9242.52,9222.0,9236.83,160.79585
54,2020-02-26 01:38:00,9237.42,9245.66,9236.38,9238.23,44.265184
55,2020-02-26 01:39:00,9237.03,9251.15,9236.58,9241.19,49.19305
