,Time,Open,High,Low,Close,Volume
0,2020-02-29 23:16:00,8635.04,8640.87,8633.73,8635.76,29.207497
1,2020-02-29 23:17:00,8635.75,8638.85,8634.74,8638.85,17.004908
2,2020-02-29 23:18:00,8638.85,8640.68,8636.29,8638.8,5.516083
3,2020-02-29 23:19:00,8637.86,8641.53,8636.71,8640.18,6.145136
4,2020-02-29 23:20:00,8640.15,8643.12,8639.83,8642.18,5.978522
5,2020-02-29 23:21:00,8642.06,8645.22,8641.17,8645.05,6.586141
6,2020-02-29 23:22:00,8645.05,8649.92,8645.05,8649.66,8.057021
7,2020-02-29 23:23:00,8649.66,8649.66,8647.79,8648.84,4.060224
8,2020-02-29 23:24:00,8648.87,8649.92,8642.53,8643.41,9.131952
9,2020-02-29 23:25:00,8643.72,8643.72,8632.68,8634.48,10.880849
10,2020-02-29 23:26:00,8634.18,8635.74,8630.0,8630.82,12.976767
11,2020-02-29 23:27:00,8630.0,8630.0,8621.8,8623.01,10.84344
12,2020-02-29 23:28:00,8623.94,8631.53,8622.07,8626.6,11.440469
13,2020-02-29 23:29:00,8626.53,8628.88,8625.49,8628.0,4.051724
14,2020-02-29 23:30:00,8628.0,8628.64,8625.64,8626.57,5.349117
15,2020-02-29 23:31:00,8626.82,8627.84,8620.0,8620.01,40.518902
16,2020-02-29 23:32:00,8620.0,8620.01,8607.56,8619.75,35.812361
17,2020-02-29 23:33:00,8618.39,8620.0,8615.01,8615.31,6.363325
18,2020-02-29 23:34:00,8615.3,8616.79,8601.79,8606.36,19.122438
19,2020-02-29 23:35:00,8606.95,8612.36,8605.63,8608.53,11.040691
20,2020-02-29 23:36:00,8608.47,8614.36,8604.0,8604.62,14.321047
21,2020-02-29 23:37:00,8604.44,8604.47,8554.16,8573.11,361.576029
22,2020-02-29 23:38:00,8571.77,8577.71,8560.97,8571.52,53.14468
23,2020-02-29 23:39:00,8571.86,8574.41,8552.0,8555.64,149.060327
24,2020-02-29 23:40:00,8562.16,8569.17,8559.64,8565.88,43.750847
25,2020-02-29 23:41:00,8567.18,8574.97,8556.71,8564.05,68.026905
26,2020-02-29 23:42:00,8565.3,8570.42,8559.27,8564.55,15.995472
27,2020-02-29 23:43:00,8564.69,8567.25,8561.37,8563.33,17.8225
28,2020-02-29 23:44:00,8563.3,8572.81,8559.25,8570.47,20.434697
29,2020-02-29 23:45:00,8570.68,8584.98,8570.68,8577.8,33.890486
30,2020-02-29 23:46:00,8577.8,8579.51,8572.9,8575.89,18.4928
31,2020-02-29 23:47:00,8578.3,8578.36,8575.0,8576.51,14.358786
32,2020-02-29 23:48:00,8576.51,8576.51,8555.34,8558.44,34.708732
33,2020-02-29 23:49:00,8557.92,8557.92,8550.0,8550.0,73.32382
34,2020-02-29 23:50:00,8550.0,8553.13,8540.0,8548.94,153.014597
35,2020-02-29 23:51:00,8547.68,8551.8,8540.19,8550.7,26.465822
36,2020-02-29 23:52:00,8549.59,8564.78,8549.0,8549.66,22.099781
